"symbolid","pricedatetime","open","high","low","close"
900745,2016-05-20,1.12183,1.12241,1.1216,1.12222
900745,2016-05-22,1.1229,1.1243,1.1228,1.12359
900745,2016-05-23,1.12108,1.12114,1.1203,1.1206
900745,2016-05-24,1.11838,1.1188,1.113255,1.11551
900745,2016-05-25,1.1154,1.11875,1.112865,1.11813
900745,2016-05-26,1.118,1.1218,1.11581,1.118815
900745,2016-05-27,1.11881,1.12015,1.1109,1.11116
900745,2016-05-29,1.111,1.11154,1.1096,1.11036
900745,2016-05-30,1.11038,1.11549,1.11,1.1151
900745,2016-05-31,1.1152,1.11732,1.1112,1.11225
900745,2016-06-01,1.1121,1.12135,1.1114,1.1208
900745,2016-06-02,1.12084,1.12198,1.1141,1.11546
900745,2016-06-03,1.1155,1.13732,1.1136,1.1365
900745,2016-06-05,1.13535,1.13712,1.1336,1.1339
900745,2016-06-06,1.13398,1.13928,1.13256,1.1355
900745,2016-06-07,1.13653,1.13815,1.1338,1.1361
900745,2016-06-08,1.136,1.141655,1.1359,1.1403
900745,2016-06-09,1.14042,1.14092,1.1291,1.12985
900745,2016-06-10,1.1298,1.1322,1.1244,1.12522
900745,2016-06-12,1.12525,1.15074,1.1231,1.12501
900745,2016-06-13,1.125,1.1304,1.1236,1.1292
900745,2016-06-14,1.12921,1.1296,1.1187,1.1207
900745,2016-06-15,1.12077,1.12986,1.1197,1.1264
900745,2016-06-16,1.1263,1.1296,1.113,1.12592
900745,2016-06-17,1.12591,1.129705,1.1222,1.12733
900745,2016-06-19,1.133425,1.13757,1.1307,1.13756
900745,2016-06-20,1.13753,1.13835,1.13,1.1327
900745,2016-06-21,1.13284,1.13505,1.1235,1.1267
900745,2016-06-22,1.1268,1.135055,1.1252,1.1345
900745,2016-06-23,1.1344,1.14291,1.091,1.09653
900745,2016-06-24,1.09691,1.119,1.091,1.10984
900745,2016-06-26,1.10171,1.10755,1.0982,1.10248
900745,2016-06-27,1.10247,1.1084,1.097,1.1052
900745,2016-06-28,1.1078,1.109155,1.10345,1.1068
900745,2016-06-29,1.1067,1.11315,1.10512,1.110085
900745,2016-06-30,1.11,1.115555,1.10237,1.109385
900745,2016-07-01,1.1088,1.116955,1.1071,1.11365
900745,2016-07-03,1.11324,1.11455,1.1125,1.11385
900745,2016-07-04,1.11374,1.116065,1.109715,1.11345
900745,2016-07-05,1.1132,1.11866,1.10355,1.10483
900745,2016-07-06,1.10481,1.111265,1.1029,1.1094
900745,2016-07-07,1.1093,1.1108,1.10525,1.107725
900745,2016-07-08,1.10763,1.11202,1.1001,1.10487
900745,2016-07-10,1.10495,1.10565,1.103355,1.105
900745,2016-07-11,1.10521,1.10911,1.1015,1.1079
900745,2016-07-12,1.10615,1.106855,1.10544,1.106855
900745,2016-07-13,1.10629,1.11199,1.10419,1.11047
900745,2016-07-14,1.11056,1.116505,1.1093,1.11289
900745,2016-07-15,1.11307,1.114905,1.10241,1.10356
900745,2016-07-17,1.105195,1.107165,1.10441,1.1063
900745,2016-07-18,1.1063,1.108455,1.10371,1.10781
900745,2016-07-19,1.10777,1.10804,1.0997,1.10116
900745,2016-07-20,1.10111,1.104455,1.09811,1.10368
900745,2016-07-21,1.10366,1.10597,1.09796,1.10229
900745,2016-07-22,1.10228,1.10413,1.09549,1.09754
900745,2016-07-24,1.0975,1.097695,1.09512,1.09723
900745,2016-07-25,1.0973,1.09989,1.09606,1.09874
900745,2016-07-26,1.09875,1.10299,1.09777,1.09944
900745,2016-07-27,1.09956,1.1077,1.09601,1.10733
900745,2016-07-28,1.10731,1.11202,1.10632,1.10934
900745,2016-07-29,1.10931,1.11976,1.10733,1.11722
900745,2016-07-31,1.117755,1.11842,1.11653,1.11708
900745,2016-08-01,1.11688,1.11815,1.11547,1.11717
900745,2016-08-02,1.11711,1.12339,1.11705,1.12126
900745,2016-08-03,1.12112,1.121725,1.1135,1.1145
900745,2016-08-04,1.11444,1.1149,1.11135,1.11339
900745,2016-08-05,1.11338,1.11615,1.10454,1.10871
900745,2016-08-07,1.10817,1.110445,1.10773,1.11013
900745,2016-08-08,1.11015,1.110515,1.10701,1.10865
900745,2016-08-09,1.10867,1.11563,1.10703,1.11488
900745,2016-08-10,1.11487,1.119175,1.11378,1.11679
900745,2016-08-11,1.1168,1.118255,1.11306,1.11408
900745,2016-08-12,1.11412,1.12215,1.11338,1.11624
900745,2016-08-14,1.11671,1.11705,1.1153,1.1158
900745,2016-08-15,1.11571,1.120375,1.1155,1.11949
900745,2016-08-16,1.1194,1.13235,1.1191,1.12728
900745,2016-08-17,1.12717,1.132875,1.124105,1.130765
900745,2016-08-18,1.13072,1.13675,1.130155,1.133305
900745,2016-08-19,1.13327,1.13495,1.1303,1.13223
900745,2016-08-21,1.13114,1.13245,1.12711,1.12725
900745,2016-08-22,1.12725,1.13395,1.1271,1.133055
900745,2016-08-23,1.13307,1.13565,1.129295,1.12989
900745,2016-08-24,1.12983,1.13065,1.124485,1.12712
900745,2016-08-25,1.1272,1.12986,1.12652,1.12889
900745,2016-08-26,1.12892,1.13406,1.118,1.11936
900745,2016-08-28,1.118415,1.12055,1.11804,1.120265
900745,2016-08-29,1.1202,1.12095,1.115785,1.117295
900745,2016-08-30,1.11727,1.1178,1.113135,1.11558
900745,2016-08-31,1.11557,1.116665,1.112325,1.115695
900745,2016-09-01,1.11568,1.12065,1.11275,1.12002
900745,2016-09-02,1.1201,1.12524,1.1149,1.11542
900745,2016-09-04,1.115775,1.11695,1.11535,1.11634
900745,2016-09-05,1.11631,1.11815,1.1162,1.117715
900745,2016-09-06,1.1155,1.12629,1.1143,1.12518
900745,2016-09-07,1.12519,1.12717,1.1227,1.12491
900745,2016-09-08,1.12492,1.13273,1.124,1.12744
900745,2016-09-09,1.12745,1.1285,1.1197,1.12312
900745,2016-09-11,1.12324,1.1251,1.12289,1.1243
900745,2016-09-12,1.12428,1.12683,1.121,1.12354
900745,2016-09-13,1.12349,1.12603,1.1203,1.12223
900745,2016-09-14,1.12213,1.1274,1.1214,1.12438
900745,2016-09-15,1.12649,1.1284,1.122515,1.124115
900745,2016-09-16,1.12399,1.12445,1.1148,1.11553
900745,2016-09-18,1.11531,1.11735,1.11526,1.116925
900745,2016-09-19,1.1169,1.119875,1.11508,1.11715
900745,2016-09-20,1.1168,1.12145,1.11459,1.11502
900745,2016-09-21,1.1149,1.120275,1.11215,1.11891
900745,2016-09-22,1.1188,1.12585,1.1181,1.119995
900745,2016-09-23,1.11969,1.12415,1.1194,1.12258
900745,2016-09-25,1.1229,1.12435,1.12246,1.12279
900745,2016-09-26,1.12683,1.1279,1.123775,1.12446
900745,2016-09-27,1.12458,1.12503,1.119,1.12123
900745,2016-09-28,1.12131,1.12326,1.11865,1.12319
900745,2016-09-29,1.1232,1.12498,1.1196,1.12156
900745,2016-09-30,1.12155,1.12507,1.1152,1.1241
900745,2016-10-02,1.12284,1.12445,1.12265,1.123315
900745,2016-10-03,1.12322,1.12427,1.119725,1.11992
900745,2016-10-04,1.11985,1.12391,1.11376,1.12211
900745,2016-10-05,1.1221,1.12345,1.11895,1.12029
900745,2016-10-06,1.12027,1.12105,1.111165,1.111625
900745,2016-10-07,1.1114,1.12085,1.1103,1.12012
900745,2016-10-09,1.11813,1.120385,1.11803,1.11915
900745,2016-10-10,1.11916,1.11965,1.11191,1.11291
900745,2016-10-11,1.11291,1.11375,1.104095,1.105575
900745,2016-10-12,1.10508,1.10615,1.1,1.10236
900745,2016-10-13,1.10222,1.10583,1.0984,1.10338
900745,2016-10-14,1.10337,1.10342,1.0969,1.09707
900745,2016-10-16,1.09692,1.09832,1.0962,1.09827
900745,2016-10-17,1.09823,1.10262,1.097,1.102
900745,2016-10-18,1.10196,1.10241,1.0969,1.09911
900745,2016-10-19,1.09906,1.10046,1.0953,1.0974
900745,2016-10-20,1.0973,1.10393,1.0893,1.09038
900745,2016-10-21,1.09037,1.0912,1.0858,1.08841
900745,2016-10-23,1.08802,1.08841,1.0858,1.08696
900745,2016-10-24,1.087,1.08994,1.0863,1.0878
900745,2016-10-25,1.08779,1.09048,1.0849,1.08899
900745,2016-10-26,1.09363,1.09463,1.089125,1.09017
900745,2016-10-27,1.09005,1.09426,1.08822,1.090695
900745,2016-10-28,1.0906,1.09925,1.0898,1.09852
900745,2016-10-30,1.09916,1.09916,1.0959,1.09668
900745,2016-10-31,1.0966,1.09845,1.093565,1.09623
900745,2016-11-01,1.09609,1.10705,1.0958,1.106685
900745,2016-11-02,1.10921,1.11266,1.1079,1.11179
900745,2016-11-03,1.11178,1.11265,1.1058,1.10935
900745,2016-11-04,1.11011,1.11425,1.1079,1.11406
900745,2016-11-06,1.10635,1.11115,1.10539,1.10759
900745,2016-11-07,1.10754,1.1082,1.1027,1.10404
900745,2016-11-08,1.10398,1.12828,1.09878,1.12604
900745,2016-11-09,1.12603,1.13005,1.09032,1.0924
900745,2016-11-10,1.0901,1.0924,1.087565,1.09047
900745,2016-11-11,1.0904,1.09205,1.0829,1.08554
900745,2016-11-13,1.08324,1.08413,1.0772,1.07992
900745,2016-11-14,1.07987,1.08066,1.0708,1.0746
900745,2016-11-15,1.07463,1.081665,1.0712,1.0744
900745,2016-11-16,1.0691,1.07155,1.0687,1.06985
900745,2016-11-17,1.07293,1.07454,1.05818,1.060045
900745,2016-11-18,1.06043,1.06436,1.0568,1.05883
900745,2016-11-20,1.05927,1.06134,1.0578,1.05927
900745,2016-11-21,1.0592,1.06505,1.058985,1.06321
900745,2016-11-22,1.063,1.06585,1.058375,1.062365
900745,2016-11-23,1.06234,1.06445,1.052495,1.053935
900745,2016-11-24,1.05508,1.05796,1.0537,1.05703
900745,2016-11-25,1.05698,1.06275,1.0567,1.0591
900745,2016-11-27,1.061,1.06854,1.0593,1.06585
900745,2016-11-28,1.06585,1.067,1.0562,1.06004
900745,2016-11-29,1.05999,1.06604,1.0564,1.06336
900745,2016-11-30,1.06334,1.06665,1.05524,1.06021
900745,2016-12-01,1.06011,1.06902,1.0583,1.06787
900745,2016-12-02,1.0663,1.0676,1.06612,1.06646
900745,2016-12-04,1.06141,1.0634,1.05049,1.05512
900745,2016-12-05,1.06373,1.07963,1.06328,1.07552
900745,2016-12-06,1.07623,1.07854,1.0698,1.07222
900745,2016-12-07,1.07223,1.07845,1.07095,1.07735
900745,2016-12-08,1.07736,1.08736,1.0588,1.06072
900745,2016-12-09,1.05588,1.0562,1.055,1.05576
900745,2016-12-11,1.05324,1.05682,1.0524,1.0555
900745,2016-12-12,1.0554,1.06516,1.0552,1.06333
900745,2016-12-13,1.0634,1.06671,1.0602,1.06358
900745,2016-12-14,1.0626,1.06698,1.0468,1.05125
900745,2016-12-15,1.05126,1.0514,1.0365,1.04278
900745,2016-12-16,1.04419,1.0453,1.044,1.04493
900745,2016-12-18,1.0439,1.0469,1.04362,1.04609
900745,2016-12-19,1.04607,1.04794,1.0392,1.04007
900745,2016-12-20,1.04021,1.04189,1.0351,1.04122
900745,2016-12-21,1.04124,1.04511,1.0387,1.04371
900745,2016-12-22,1.04649,1.04994,1.04264,1.04485
900745,2016-12-23,1.04485,1.0458,1.0446,1.04544
900745,2016-12-25,1.04343,1.04631,1.04343,1.046
900745,2016-12-26,1.04604,1.0478,1.04319,1.044
900745,2016-12-27,1.04408,1.0475,1.0437,1.047
900745,2016-12-28,1.047,1.04796,1.0371,1.04552
900745,2016-12-29,1.0455,1.06524,1.0441,1.0527
900745,2016-12-30,1.05245,1.0532,1.0512,1.05205
900745,2017-01-01,1.05098,1.0537,1.05098,1.0523
900745,2017-01-02,1.0524,1.0527,1.04487,1.0486
900745,2017-01-03,1.04856,1.049,1.034,1.04023
900745,2017-01-04,1.04369,1.05405,1.0422,1.0526
900745,2017-01-05,1.0526,1.06151,1.0481,1.05802
900745,2017-01-06,1.05339,1.0535,1.0528,1.05311
900745,2017-01-08,1.05302,1.05443,1.0521,1.05262
900745,2017-01-09,1.0525,1.06271,1.0509,1.06074
900745,2017-01-10,1.05782,1.06048,1.0535,1.05496
900745,2017-01-11,1.0558,1.06231,1.0452,1.05989
900745,2017-01-12,1.05991,1.06846,1.0594,1.06172
900745,2017-01-13,1.06358,1.06449,1.0635,1.06409
900745,2017-01-15,1.0607,1.06358,1.06034,1.06148
900745,2017-01-16,1.06147,1.06433,1.0578,1.06398
900745,2017-01-17,1.06399,1.07193,1.0639,1.06975
900745,2017-01-18,1.06974,1.07044,1.0621,1.06404
900745,2017-01-19,1.06404,1.06932,1.0588,1.068
900745,2017-01-20,1.0696,1.07048,1.069,1.07006
900745,2017-01-22,1.07016,1.075,1.06935,1.07369
900745,2017-01-23,1.07291,1.0774,1.0705,1.075
900745,2017-01-24,1.07511,1.07748,1.0719,1.07305
900745,2017-01-25,1.07303,1.07697,1.071,1.07568
900745,2017-01-26,1.0757,1.07605,1.0656,1.06738
900745,2017-01-27,1.06953,1.0699,1.0692,1.06959
900745,2017-01-29,1.07185,1.07401,1.0706,1.07293
900745,2017-01-30,1.07291,1.07318,1.0619,1.06961
900745,2017-01-31,1.06961,1.08123,1.0683,1.079
900745,2017-02-01,1.07907,1.08074,1.07288,1.07841
900745,2017-02-02,1.07841,1.08287,1.0744,1.07591
900745,2017-02-03,1.07795,1.07877,1.0776,1.07856
900745,2017-02-05,1.07894,1.0792,1.0772,1.07755
900745,2017-02-06,1.07754,1.07782,1.0704,1.07094
900745,2017-02-07,1.07095,1.0714,1.0654,1.0677
900745,2017-02-08,1.06769,1.07141,1.0639,1.06877
900745,2017-02-09,1.06876,1.07095,1.0647,1.06618
900745,2017-02-10,1.06373,1.06415,1.0631,1.06397
900745,2017-02-12,1.0627,1.0637,1.0611,1.0621
900745,2017-02-13,1.06222,1.06584,1.0589,1.06106
900745,2017-02-14,1.06104,1.06334,1.0559,1.05763
900745,2017-02-15,1.0576,1.06234,1.052,1.06146
900745,2017-02-16,1.06149,1.06792,1.0598,1.06744
900745,2017-02-17,1.06078,1.0616,1.0605,1.06098
900745,2017-02-19,1.0608,1.0633,1.0602,1.06182
900745,2017-02-20,1.06251,1.063,1.0576,1.05809
900745,2017-02-21,1.05812,1.05891,1.0524,1.0545
900745,2017-02-22,1.05442,1.0574,1.0492,1.05623
900745,2017-02-23,1.05619,1.05954,1.0536,1.05808
900745,2017-02-24,1.05615,1.05621,1.0555,1.05592
900745,2017-02-26,1.05617,1.05752,1.055,1.0566
900745,2017-02-27,1.05661,1.06307,1.0562,1.05877
900745,2017-02-28,1.05883,1.063,1.0549,1.05523
900745,2017-03-01,1.05524,1.0572,1.0513,1.05324
900745,2017-03-02,1.05325,1.05455,1.0494,1.05198
900745,2017-03-03,1.06157,1.0624,1.061,1.06219
900745,2017-03-05,1.061,1.06213,1.0599,1.06006
900745,2017-03-06,1.06002,1.06401,1.0571,1.05814
900745,2017-03-07,1.05822,1.06025,1.0557,1.05611
900745,2017-03-08,1.0561,1.0573,1.0527,1.05305
900745,2017-03-09,1.0531,1.06153,1.0523,1.05955
900745,2017-03-10,1.06865,1.06895,1.0668,1.06728
900745,2017-03-12,1.06756,1.0701,1.06755,1.06968
900745,2017-03-13,1.06969,1.07143,1.0643,1.06538
900745,2017-03-14,1.06534,1.06626,1.0599,1.06153
900745,2017-03-15,1.06149,1.07462,1.06069,1.07203
900745,2017-03-16,1.07209,1.0775,1.0704,1.07726
900745,2017-03-17,1.07419,1.07422,1.0731,1.0737
900745,2017-03-19,1.07331,1.0763,1.07312,1.07599
900745,2017-03-20,1.07594,1.07774,1.0718,1.07559
900745,2017-03-21,1.07555,1.08192,1.0753,1.07937
900745,2017-03-22,1.07936,1.08246,1.0774,1.0788
900745,2017-03-23,1.07889,1.08049,1.0759,1.07684
900745,2017-03-24,1.0793,1.0805,1.0791,1.07986
900745,2017-03-26,1.08359,1.085,1.0826,1.08461
900745,2017-03-27,1.0846,1.09062,1.0842,1.0863
900745,2017-03-28,1.08623,1.08726,1.0798,1.0815
900745,2017-03-29,1.08159,1.08164,1.0739,1.07513
900745,2017-03-30,1.075,1.07678,1.0671,1.06755
900745,2017-03-31,1.06691,1.06717,1.06492,1.0655
900745,2017-04-02,1.06622,1.0681,1.06575,1.06785
900745,2017-04-03,1.06786,1.0682,1.06415,1.06686
900745,2017-04-04,1.06681,1.0685,1.0634,1.06771
900745,2017-04-05,1.06774,1.0689,1.0634,1.06753
900745,2017-04-06,1.06751,1.06804,1.0628,1.0642
900745,2017-04-07,1.05935,1.06028,1.05878,1.05888
900745,2017-04-09,1.05882,1.05887,1.05696,1.0582
900745,2017-04-10,1.05819,1.06066,1.0569,1.0584
900745,2017-04-11,1.0584,1.06301,1.0577,1.0601
900745,2017-04-12,1.06018,1.06773,1.0587,1.06716
900745,2017-04-13,1.06719,1.06776,1.0608,1.06134
900745,2017-04-14,1.06113,1.0613,1.0608,1.06106
900745,2017-04-16,1.06103,1.0626,1.0601,1.06178
900745,2017-04-17,1.06175,1.06704,1.0613,1.06471
900745,2017-04-18,1.06471,1.07361,1.064,1.07197
900745,2017-04-19,1.07194,1.07371,1.0699,1.07201
900745,2017-04-20,1.07201,1.07775,1.0705,1.07165
900745,2017-04-21,1.0703,1.07305,1.0698,1.0724
900745,2017-04-23,1.09178,1.09182,1.0819,1.0844
900745,2017-04-24,1.08439,1.08775,1.0831,1.08598
900745,2017-04-25,1.0858,1.09501,1.0855,1.09362
900745,2017-04-26,1.09362,1.09508,1.0855,1.09085
900745,2017-04-27,1.09086,1.09329,1.085,1.08667
900745,2017-04-28,1.08928,1.09,1.0888,1.08949
900745,2017-04-30,1.09098,1.09112,1.0887,1.08936
900745,2017-05-01,1.08928,1.09238,1.0883,1.09151
900745,2017-05-02,1.09151,1.0937,1.0887,1.093
900745,2017-05-03,1.09294,1.0935,1.088,1.08964
900745,2017-05-04,1.08963,1.09871,1.0874,1.09837
900745,2017-05-05,1.09975,1.09996,1.0991,1.09993
900745,2017-05-07,1.10184,1.10217,1.09568,1.09712
900745,2017-05-08,1.09728,1.09744,1.09157,1.09282
900745,2017-05-09,1.09133,1.09177,1.0862,1.0893
900745,2017-05-10,1.08933,1.08979,1.0852,1.08722
900745,2017-05-11,1.08722,1.0893,1.0838,1.0869
900745,2017-05-12,1.09294,1.0933,1.0926,1.09302
900745,2017-05-14,1.09297,1.09349,1.0921,1.0929
900745,2017-05-15,1.09291,1.099,1.0925,1.09886
900745,2017-05-16,1.0989,1.1117,1.0985,1.11128
900745,2017-05-17,1.11127,1.11724,1.1081,1.11608
900745,2017-05-18,1.11608,1.1162,1.1075,1.11087
900745,2017-05-19,1.12039,1.12081,1.12,1.12071
900745,2017-05-21,1.11958,1.12101,1.1182,1.11914
900745,2017-05-22,1.11914,1.12636,1.116,1.12455
900745,2017-05-23,1.12482,1.12627,1.1173,1.11804
900745,2017-05-24,1.11804,1.12447,1.1167,1.12386
900745,2017-05-25,1.12399,1.12504,1.1184,1.1201
900745,2017-05-26,1.11708,1.11819,1.1166,1.11802
900745,2017-05-28,1.11728,1.1185,1.116,1.11645
900745,2017-05-29,1.11638,1.119,1.1121,1.11255
900745,2017-05-30,1.11257,1.12054,1.1108,1.1176
900745,2017-05-31,1.11762,1.12567,1.1163,1.12465
900745,2017-06-01,1.1246,1.12488,1.1201,1.12183
900745,2017-06-02,1.12817,1.12846,1.1278,1.12815
900745,2017-06-04,1.12699,1.12841,1.12558,1.12705
900745,2017-06-05,1.12704,1.12788,1.1233,1.12687
900745,2017-06-06,1.12683,1.1284,1.1239,1.12643
900745,2017-06-07,1.12643,1.12827,1.1203,1.12537
900745,2017-06-08,1.12381,1.12635,1.11789,1.12001
900745,2017-06-09,1.11948,1.1198,1.1192,1.11942
900745,2017-06-11,1.12066,1.12119,1.1196,1.1206
900745,2017-06-12,1.1205,1.12321,1.1188,1.1188
900745,2017-06-13,1.11929,1.12248,1.1184,1.12148
900745,2017-06-14,1.12148,1.12957,1.1192,1.1221
900745,2017-06-15,1.12227,1.12243,1.1131,1.11461
900745,2017-06-16,1.12002,1.12016,1.1191,1.1194
900745,2017-06-18,1.12058,1.12088,1.1189,1.11976
900745,2017-06-19,1.11975,1.12129,1.1139,1.11559
900745,2017-06-20,1.11244,1.11382,1.1118,1.11359
900745,2017-06-21,1.11357,1.1172,1.1126,1.11682
900745,2017-06-22,1.11682,1.11779,1.1138,1.11627
900745,2017-06-23,1.11971,1.1198,1.1191,1.11931
900745,2017-06-25,1.11966,1.12001,1.1188,1.11956
900745,2017-06-26,1.11963,1.12197,1.117,1.1191
900745,2017-06-27,1.11909,1.13554,1.1181,1.13485
900745,2017-06-28,1.13485,1.14193,1.1291,1.14057
900745,2017-06-29,1.14057,1.1446,1.13877,1.14403
900745,2017-06-30,1.14213,1.14242,1.1417,1.14224
900745,2017-07-02,1.14166,1.1427,1.1402,1.14044
900745,2017-07-03,1.1403,1.1416,1.13477,1.13724
900745,2017-07-04,1.13733,1.13745,1.1335,1.13582
900745,2017-07-05,1.13588,1.13681,1.05965,1.1338
900745,2017-07-06,1.1338,1.1426,1.1329,1.14135
900745,2017-07-07,1.14045,1.1405,1.1397,1.14005
900745,2017-07-09,1.13962,1.14086,1.13907,1.1404
900745,2017-07-10,1.14045,1.14182,1.1381,1.13944
900745,2017-07-11,1.13943,1.1484,1.1381,1.14802
900745,2017-07-12,1.14806,1.14894,1.1391,1.14339
900745,2017-07-13,1.14337,1.1456,1.1369,1.141
900745,2017-07-14,1.14704,1.1472,1.1464,1.1467
900745,2017-07-16,1.14729,1.1475,1.1455,1.14634
900745,2017-07-17,1.14631,1.15379,1.1433,1.15278
900745,2017-07-18,1.15275,1.15832,1.1511,1.15388
900745,2017-07-19,1.15388,1.15477,1.1504,1.15067
900745,2017-07-20,1.15067,1.16581,1.1478,1.16281
900745,2017-07-21,1.16686,1.16704,1.166,1.1662
900745,2017-07-23,1.16603,1.16842,1.16602,1.16716
900745,2017-07-24,1.16397,1.166,1.16253,1.16561
900745,2017-07-25,1.16563,1.17123,1.1636,1.16437
900745,2017-07-26,1.16431,1.17766,1.1612,1.1755
900745,2017-07-27,1.1756,1.17623,1.1649,1.16833
900745,2017-07-28,1.17585,1.17594,1.17445,1.17471
900745,2017-07-30,1.17465,1.17615,1.173,1.17323
900745,2017-07-31,1.1732,1.18456,1.1722,1.18254
900745,2017-08-01,1.18258,1.18392,1.1785,1.18109
900745,2017-08-02,1.18108,1.19105,1.1809,1.18414
900745,2017-08-03,1.18425,1.18931,1.1829,1.18792
900745,2017-08-04,1.17804,1.1783,1.1768,1.17726
900745,2017-08-06,1.17724,1.1802,1.17696,1.17985
900745,2017-08-07,1.17976,1.1824,1.178,1.1807
900745,2017-08-08,1.18068,1.18185,1.1715,1.17329
900745,2017-08-09,1.17329,1.177,1.1688,1.17378
900745,2017-08-10,1.17386,1.17852,1.1703,1.17751
900745,2017-08-11,1.18248,1.1826,1.18176,1.1821
900745,2017-08-13,1.18189,1.18345,1.1816,1.1826
900745,2017-08-14,1.18268,1.18385,1.17678,1.1781
900745,2017-08-15,1.17822,1.17863,1.1686,1.17393
900745,2017-08-16,1.17395,1.179,1.1681,1.17779
900745,2017-08-17,1.17766,1.17896,1.1661,1.17305
900745,2017-08-18,1.17628,1.1766,1.17577,1.17589
900745,2017-08-20,1.17504,1.1763,1.1749,1.17536
900745,2017-08-21,1.17543,1.18282,1.173,1.18082
900745,2017-08-22,1.1808,1.181,1.1744,1.1761
900745,2017-08-23,1.17461,1.18231,1.17453,1.18017
900745,2017-08-24,1.18015,1.18146,1.1782,1.17963
900745,2017-08-25,1.19244,1.19344,1.1915,1.19198
900745,2017-08-27,1.19441,1.19593,1.1918,1.19213
900745,2017-08-28,1.19215,1.1986,1.1915,1.19686
900745,2017-08-29,1.19689,1.20702,1.1945,1.19823
900745,2017-08-30,1.19821,1.19843,1.187,1.18737
900745,2017-08-31,1.18742,1.1923,1.1822,1.19012
900745,2017-09-01,1.18646,1.18655,1.1857,1.18607
900745,2017-09-03,1.18833,1.189,1.18726,1.18798
900745,2017-09-04,1.18798,1.19221,1.1877,1.19063
900745,2017-09-05,1.19061,1.19406,1.1867,1.19094
900745,2017-09-06,1.19101,1.19502,1.1905,1.19261
900745,2017-09-07,1.19258,1.20894,1.1913,1.20712
900745,2017-09-08,1.2026,1.20386,1.2025,1.20339
900745,2017-09-10,1.20163,1.20254,1.1998,1.2013
900745,2017-09-11,1.20137,1.20294,1.19371,1.19546
900745,2017-09-12,1.19537,1.1993,1.1925,1.19824
900745,2017-09-13,1.1982,1.19949,1.1869,1.18746
900745,2017-09-14,1.18747,1.19238,1.1837,1.19083
900745,2017-09-15,1.19449,1.19611,1.19421,1.19453
900745,2017-09-17,1.19208,1.1955,1.19192,1.1945
900745,2017-09-18,1.19439,1.19748,1.1914,1.19706
900745,2017-09-19,1.19707,1.20196,1.19536,1.20076
900745,2017-09-20,1.20074,1.20329,1.186,1.18853
900745,2017-09-21,1.18853,1.19595,1.1875,1.19558
900745,2017-09-22,1.19439,1.19541,1.1941,1.19468
900745,2017-09-24,1.18977,1.1935,1.18957,1.19324
900745,2017-09-25,1.19326,1.19364,1.1831,1.1859
900745,2017-09-26,1.1861,1.18615,1.1757,1.17906
900745,2017-09-27,1.1791,1.17923,1.1716,1.17304
900745,2017-09-28,1.17308,1.1804,1.172,1.1784
900745,2017-09-29,1.18194,1.18238,1.17413,1.18141
900745,2017-10-01,1.17904,1.1815,1.17413,1.1778
900745,2017-10-02,1.17387,1.17632,1.17,1.17047
900745,2017-10-03,1.17044,1.178,1.1695,1.1767
900745,2017-10-04,1.17672,1.17877,1.1746,1.17549
900745,2017-10-05,1.1753,1.1779,1.16943,1.16965
900745,2017-10-06,1.17328,1.17374,1.173,1.17338
900745,2017-10-08,1.17276,1.17475,1.17272,1.17361
900745,2017-10-09,1.17362,1.17824,1.1718,1.17659
900745,2017-10-10,1.1766,1.18275,1.1761,1.18078
900745,2017-10-11,1.1808,1.1878,1.1801,1.1874
900745,2017-10-12,1.18743,1.1876,1.1824,1.18478
900745,2017-10-13,1.18191,1.1826,1.18167,1.18189
900745,2017-10-15,1.18102,1.18195,1.1797,1.1806
900745,2017-10-16,1.18059,1.18196,1.1773,1.17791
900745,2017-10-17,1.17782,1.17815,1.1735,1.17698
900745,2017-10-18,1.17696,1.18167,1.1729,1.17994
900745,2017-10-19,1.18,1.18579,1.1767,1.18184
900745,2017-10-20,1.17727,1.17832,1.1765,1.17783
900745,2017-10-22,1.17643,1.17746,1.175,1.17697
900745,2017-10-23,1.17697,1.17774,1.1724,1.17657
900745,2017-10-24,1.17662,1.17929,1.1741,1.1754
900745,2017-10-25,1.17557,1.18328,1.1752,1.18247
900745,2017-10-26,1.18292,1.18328,1.1623,1.16387
900745,2017-10-27,1.15981,1.16098,1.1595,1.1609
900745,2017-10-29,1.16077,1.16153,1.1593,1.16141
900745,2017-10-30,1.1614,1.1658,1.16,1.16365
900745,2017-10-31,1.1636,1.16613,1.1623,1.16314
900745,2017-11-01,1.16315,1.16716,1.1605,1.1654
900745,2017-11-02,1.16554,1.16873,1.16258,1.16573
900745,2017-11-03,1.16077,1.1614,1.1604,1.16084
900745,2017-11-05,1.1616,1.16241,1.15779,1.16093
900745,2017-11-06,1.1609,1.16161,1.1579,1.16074
900745,2017-11-07,1.16073,1.16104,1.15536,1.15984
900745,2017-11-08,1.15985,1.16111,1.1578,1.15959
900745,2017-11-09,1.15959,1.16547,1.1588,1.1644
900745,2017-11-10,1.16648,1.16687,1.16613,1.16636
900745,2017-11-12,1.1658,1.1665,1.1644,1.16513
900745,2017-11-13,1.16645,1.16762,1.1653,1.16715
900745,2017-11-14,1.16724,1.1805,1.16639,1.17927
900745,2017-11-15,1.17926,1.18606,1.1767,1.17769
900745,2017-11-16,1.17767,1.18217,1.1756,1.1804
